category,section,range,code,description,keywords
Category I,Pathology & Laboratory,80000–89999,80402,Acth stimulation panel,acth stimulation panel
Category I,Pathology & Laboratory,80000–89999,80406,Acth stimulation panel,acth stimulation panel
Category I,Pathology & Laboratory,80000–89999,80408,Aldosterone suppression eval,aldosterone suppression eval
Category I,Pathology & Laboratory,80000–89999,80410,Calcitonin stimul panel,calcitonin stimul panel
Category I,Pathology & Laboratory,80000–89999,80412,CRH stimulation panel,crh stimulation panel
Category I,Pathology & Laboratory,80000–89999,80414,Testosterone response,testosterone response
Category I,Pathology & Laboratory,80000–89999,80415,Estradiol response panel,estradiol response panel
Category I,Pathology & Laboratory,80000–89999,80416,Renin stimulation panel,renin stimulation panel
Category I,Pathology & Laboratory,80000–89999,80417,Renin stimulation panel,renin stimulation panel
Category I,Pathology & Laboratory,80000–89999,80418,Pituitary evaluation panel,pituitary evaluation panel
Category I,Pathology & Laboratory,80000–89999,80420,Dexamethasone panel,dexamethasone panel
Category I,Pathology & Laboratory,80000–89999,80422,Glucagon tolerance panel,glucagon tolerance panel
Category I,Pathology & Laboratory,80000–89999,80424,Glucagon tolerance panel,glucagon tolerance panel
Category I,Pathology & Laboratory,80000–89999,80426,Gonadotropin hormone panel,gonadotropin hormone panel
Category I,Pathology & Laboratory,80000–89999,80428,Growth hormone panel,growth hormone panel
Category I,Pathology & Laboratory,80000–89999,80430,Growth hormone panel,growth hormone panel
Category I,Pathology & Laboratory,80000–89999,80432,Insulin suppression panel,insulin suppression panel
Category I,Pathology & Laboratory,80000–89999,80434,Insulin tolerance panel,insulin tolerance panel
Category I,Pathology & Laboratory,80000–89999,80435,Insulin tolerance panel,insulin tolerance panel
Category I,Pathology & Laboratory,80000–89999,80436,Metyrapone panel,metyrapone panel
Category I,Pathology & Laboratory,80000–89999,80438,TRH stimulation panel,trh stimulation panel
Category I,Pathology & Laboratory,80000–89999,80439,TRH stimulation panel,trh stimulation panel
Category I,Pathology & Laboratory,80000–89999,80440,TRH stimulation panel,trh stimulation panel
Category I,Pathology & Laboratory,80000–89999,80500,Lab pathology consultation,lab pathology consultation
Category I,Pathology & Laboratory,80000–89999,80502,Lab pathology consultation,lab pathology consultation
Category I,Pathology & Laboratory,80000–89999,81000,"""Urinalysis, nonauto w/scope""","""urinalysis, nonauto w/scope"""
Category I,Pathology & Laboratory,80000–89999,81001,"""Urinalysis, auto w/scope""","""urinalysis, auto w/scope"""
Category I,Pathology & Laboratory,80000–89999,81002,Urinalysis nonauto w/o scope,urinalysis nonauto w/o scope
Category I,Pathology & Laboratory,80000–89999,81003,"""Urinalysis, auto, w/o scope""","""urinalysis, auto, w/o scope"""
Category I,Pathology & Laboratory,80000–89999,81005,Urinalysis,urinalysis
Category I,Pathology & Laboratory,80000–89999,81007,Urine screen for bacteria,urine screen for bacteria
Category I,Pathology & Laboratory,80000–89999,81015,Microscopic exam of urine,microscopic exam of urine
Category I,Pathology & Laboratory,80000–89999,81020,"""Urinalysis, glass test""","""urinalysis, glass test"""
Category I,Pathology & Laboratory,80000–89999,81025,Urine pregnancy test,urine pregnancy test
Category I,Pathology & Laboratory,80000–89999,81050,"""Urinalysis, volume measure""","""urinalysis, volume measure"""
Category I,Pathology & Laboratory,80000–89999,81099,Urinalysis test procedure,urinalysis test procedure
Category I,Pathology & Laboratory,80000–89999,82000,Assay of blood acetaldehyde,assay of blood acetaldehyde
Category I,Pathology & Laboratory,80000–89999,82003,Assay of acetaminophen,assay of acetaminophen
Category I,Pathology & Laboratory,80000–89999,82009,Test for acetone/ketones,test for acetone/ketones
Category I,Pathology & Laboratory,80000–89999,82010,Acetone assay,acetone assay
Category I,Pathology & Laboratory,80000–89999,82013,Acetylcholinesterase assay,acetylcholinesterase assay
Category I,Pathology & Laboratory,80000–89999,82016,"""Acylcarnitines, qual""","""acylcarnitines, qual"""
Category I,Pathology & Laboratory,80000–89999,82017,"""Acylcarnitines, quant""","""acylcarnitines, quant"""
Category I,Pathology & Laboratory,80000–89999,82024,Assay of acth,assay of acth
Category I,Pathology & Laboratory,80000–89999,82030,Assay of adp & amp,assay of adp & amp
Category I,Pathology & Laboratory,80000–89999,82040,Assay of serum albumin,assay of serum albumin
Category I,Pathology & Laboratory,80000–89999,82042,Assay of urine albumin,assay of urine albumin
Category I,Pathology & Laboratory,80000–89999,82043,"""Microalbumin, quantitative""","""microalbumin, quantitative"""
Category I,Pathology & Laboratory,80000–89999,82044,"""Microalbumin, semiquant""","""microalbumin, semiquant"""
Category I,Pathology & Laboratory,80000–89999,82045,"""Albumin, ischemia modified""","""albumin, ischemia modified"""
Category I,Pathology & Laboratory,80000–89999,82055,Assay of ethanol,assay of ethanol
Category I,Pathology & Laboratory,80000–89999,82075,Assay of breath ethanol,assay of breath ethanol
Category I,Pathology & Laboratory,80000–89999,82085,Assay of aldolase,assay of aldolase
Category I,Pathology & Laboratory,80000–89999,82088,Assay of aldosterone,assay of aldosterone
Category I,Pathology & Laboratory,80000–89999,82101,Assay of urine alkaloids,assay of urine alkaloids
Category I,Pathology & Laboratory,80000–89999,82103,"""Alpha-1-antitrypsin, total""","""alpha-1-antitrypsin, total"""
Category I,Pathology & Laboratory,80000–89999,82104,"""Alpha-1-antitrypsin, pheno""","""alpha-1-antitrypsin, pheno"""
Category I,Pathology & Laboratory,80000–89999,82105,"""Alpha-fetoprotein, serum""","""alpha-fetoprotein, serum"""
Category I,Pathology & Laboratory,80000–89999,82106,"""Alpha-fetoprotein, amniotic""","""alpha-fetoprotein, amniotic"""
Category I,Pathology & Laboratory,80000–89999,82108,Assay of aluminum,assay of aluminum
Category I,Pathology & Laboratory,80000–89999,82120,"""Amines, vaginal fluid qual""","""amines, vaginal fluid qual"""
Category I,Pathology & Laboratory,80000–89999,82127,"""Amino acid, single qual""","""amino acid, single qual"""
Category I,Pathology & Laboratory,80000–89999,82128,"""Amino acids, mult qual""","""amino acids, mult qual"""
Category I,Pathology & Laboratory,80000–89999,82131,"""Amino acids, single quant""","""amino acids, single quant"""
Category I,Pathology & Laboratory,80000–89999,82135,"""Assay, aminolevulinic acid""","""assay, aminolevulinic acid"""
Category I,Pathology & Laboratory,80000–89999,82136,"""Amino acids, quant, 2-5""","""amino acids, quant, 2-5"""
Category I,Pathology & Laboratory,80000–89999,82139,"""Amino acids, quan, 6 or more""","""amino acids, quan, 6 or more"""
Category I,Pathology & Laboratory,80000–89999,82140,Assay of ammonia,assay of ammonia
Category I,Pathology & Laboratory,80000–89999,82143,Amniotic fluid scan,amniotic fluid scan
Category I,Pathology & Laboratory,80000–89999,82145,Assay of amphetamines,assay of amphetamines
Category I,Pathology & Laboratory,80000–89999,82150,Assay of amylase,assay of amylase
Category I,Pathology & Laboratory,80000–89999,82154,Androstanediol glucuronide,androstanediol glucuronide
Category I,Pathology & Laboratory,80000–89999,82157,Assay of androstenedione,assay of androstenedione
Category I,Pathology & Laboratory,80000–89999,82160,Assay of androsterone,assay of androsterone
Category I,Pathology & Laboratory,80000–89999,82163,Assay of angiotensin II,assay of angiotensin ii
Category I,Pathology & Laboratory,80000–89999,82164,Angiotensin I enzyme test,angiotensin i enzyme test
Category I,Pathology & Laboratory,80000–89999,82172,Assay of apolipoprotein,assay of apolipoprotein
Category I,Pathology & Laboratory,80000–89999,82175,Assay of arsenic,assay of arsenic
Category I,Pathology & Laboratory,80000–89999,82180,Assay of ascorbic acid,assay of ascorbic acid
Category I,Pathology & Laboratory,80000–89999,82190,Atomic absorption,atomic absorption
Category I,Pathology & Laboratory,80000–89999,82205,Assay of barbiturates,assay of barbiturates
Category I,Pathology & Laboratory,80000–89999,82232,Assay of beta-2 protein,assay of beta-2 protein
Category I,Pathology & Laboratory,80000–89999,82239,"""Bile acids, total""","""bile acids, total"""
Category I,Pathology & Laboratory,80000–89999,82240,"""Bile acids, cholylglycine""","""bile acids, cholylglycine"""
Category I,Pathology & Laboratory,80000–89999,82247,"""Bilirubin, total""","""bilirubin, total"""
Category I,Pathology & Laboratory,80000–89999,82248,"""Bilirubin, direct""","""bilirubin, direct"""
Category I,Pathology & Laboratory,80000–89999,82252,Fecal bilirubin test,fecal bilirubin test
Category I,Pathology & Laboratory,80000–89999,82261,Assay of biotinidase,assay of biotinidase
Category I,Pathology & Laboratory,80000–89999,82270,"""Test for blood, feces""","""test for blood, feces"""
Category I,Pathology & Laboratory,80000–89999,82273,"""Test for blood, other source""","""test for blood, other source"""
Category I,Pathology & Laboratory,80000–89999,82274,"""Assay test for blood, fecal""","""assay test for blood, fecal"""
Category I,Pathology & Laboratory,80000–89999,82286,Assay of bradykinin,assay of bradykinin
Category I,Pathology & Laboratory,80000–89999,82300,Assay of cadmium,assay of cadmium
Category I,Pathology & Laboratory,80000–89999,82306,Assay of vitamin D,assay of vitamin d
Category I,Pathology & Laboratory,80000–89999,82307,Assay of vitamin D,assay of vitamin d
Category I,Pathology & Laboratory,80000–89999,82308,Assay of calcitonin,assay of calcitonin
Category I,Pathology & Laboratory,80000–89999,82310,Assay of calcium,assay of calcium
Category I,Pathology & Laboratory,80000–89999,82330,Assay of calcium,assay of calcium
Category I,Pathology & Laboratory,80000–89999,82331,Calcium infusion test,calcium infusion test
Category I,Pathology & Laboratory,80000–89999,82340,Assay of calcium in urine,assay of calcium in urine
Category I,Pathology & Laboratory,80000–89999,82355,"""Calculus analysis, qual""","""calculus analysis, qual"""
Category I,Pathology & Laboratory,80000–89999,82360,"""Calculus assay, quant""","""calculus assay, quant"""
Category I,Pathology & Laboratory,80000–89999,82365,Calculus spectroscopy,calculus spectroscopy
Category I,Pathology & Laboratory,80000–89999,82370,"""X-ray assay, calculus""","""x-ray assay, calculus"""
Category I,Pathology & Laboratory,80000–89999,82373,"""Assay, c-d transfer measure""","""assay, c-d transfer measure"""
Category I,Pathology & Laboratory,80000–89999,82374,"""Assay, blood carbon dioxide""","""assay, blood carbon dioxide"""
